Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
870,16,71,93,63,4.5,1
871,16,25,39,40,0.3,0
872,20,51,63,54,2.3,1
873,19,70,57,46,3.1,1
874,20,68,59,75,3.8,1
875,19,94,76,65,4.8,1
876,20,19,75,47,0.0,0
877,20,96,98,78,5.4,1
878,21,59,79,51,2.9,1
879,18,97,100,72,7.8,1
880,20,60,62,72,4.5,1
881,21,99,100,81,6.9,1
882,17,79,58,93,7.2,1
883,18,100,97,97,7.2,1
884,20,56,82,45,3.9,1
885,22,56,70,65,3.8,1
886,16,64,94,84,4.6,1
887,17,83,68,98,6.3,1
888,17,81,89,48,4.0,1
889,21,93,73,86,4.8,1
890,17,77,97,66,5.5,1
891,18,65,76,71,3.2,1
892,20,69,81,57,3.1,1
893,20,74,86,81,4.7,1
894,22,83,84,70,4.9,1
895,16,87,99,64,5.9,1
896,21,87,86,76,6.3,1
897,16,48,68,67,2.8,1
898,17,68,65,60,3.4,1
899,22,74,55,51,3.1,1
900,16,94,100,77,7.8,1
901,18,58,77,64,4.8,1
902,20,76,92,66,5.0,1
903,17,95,75,81,5.1,1
904,22,80,58,62,3.6,1
905,16,98,100,90,8.1,1
906,21,90,83,77,5.8,1
907,18,86,68,81,5.1,1
908,18,77,78,68,2.8,1
909,16,46,72,55,2.7,1
910,20,64,94,68,4.4,1
911,16,48,63,73,3.6,1
912,17,56,56,54,2.9,1
913,16,85,59,64,4.3,1
914,18,71,67,79,4.6,1
915,22,69,74,70,5.3,1
916,16,74,78,71,4.0,1
917,20,66,51,45,3.0,1
918,22,54,55,70,3.1,1
919,21,94,100,87,7.4,1
920,19,61,24,64,2.5,0
921,16,93,87,91,5.7,1
922,20,81,68,77,6.0,1
923,22,70,65,56,4.8,1
924,20,100,100,92,8.5,1
925,21,85,84,94,6.0,1
926,18,100,100,99,8.7,1
927,20,76,75,55,3.7,1
928,22,51,57,65,3.7,1
929,20,88,91,86,6.1,1
930,20,59,87,70,4.5,1
931,20,100,100,93,8.4,1
932,17,99,79,71,5.7,1
933,17,53,42,55,2.9,1
934,18,35,48,56,1.5,0
935,16,97,95,79,4.8,1
936,20,66,66,71,4.8,1
937,21,69,76,73,5.6,1
938,16,100,100,97,7.4,1
939,21,85,99,83,7.2,1
940,16,86,52,70,3.8,1
941,18,61,57,65,2.4,1
942,20,72,76,46,2.5,1
943,20,69,66,67,3.5,1
944,19,85,89,41,4.3,1
945,21,75,99,77,5.6,1
946,16,61,54,71,3.4,1
947,16,63,77,82,5.6,1
948,17,95,89,88,5.7,1
949,19,86,60,80,5.3,1
950,22,51,58,55,2.7,1
951,22,69,89,63,5.9,1
952,17,100,98,100,9.2,1
953,17,100,87,83,5.5,1
954,17,38,34,25,0.0,0
955,21,93,87,94,7.5,1
956,21,59,76,67,3.6,1
957,18,100,100,97,9.5,1
958,18,73,69,81,5.2,1
959,17,49,38,51,1.6,0
960,19,57,47,46,0.9,1
961,16,100,100,79,8.1,1
962,21,94,83,92,7.2,1
963,19,100,100,87,9.5,1
964,20,94,75,67,5.0,1
965,21,68,67,79,4.9,1
966,21,71,94,68,4.2,1
967,18,54,83,85,3.7,1
968,16,85,62,76,4.2,1
969,16,78,92,85,5.4,1
970,22,59,57,74,3.3,1
971,22,60,63,52,1.7,1
972,22,68,100,70,5.3,1
973,22,72,50,51,3.3,1
974,20,36,35,29,0.0,0
975,20,76,78,94,6.1,1
976,21,52,64,54,2.8,1
977,17,83,91,92,6.3,1
978,18,85,85,66,6.3,1
979,18,72,61,76,5.6,1
980,22,100,97,100,10.0,1
981,21,65,64,76,4.7,1
982,19,51,79,74,4.4,1
983,17,100,70,76,6.4,1
984,21,81,65,64,4.9,1
985,17,100,79,88,7.3,1
986,17,49,63,47,2.5,1
987,17,64,73,58,2.5,1
988,21,100,89,94,6.5,1
989,22,59,84,47,2.7,1
990,18,75,87,89,6.2,1
991,18,82,80,90,5.7,1
992,22,75,57,63,3.6,1
993,17,91,84,79,5.7,1
994,19,59,49,54,2.5,1
995,16,72,51,59,3.0,1
996,21,84,61,80,4.5,1
997,16,76,75,84,5.2,1
998,22,59,66,75,4.4,1
999,19,89,100,87,5.9,1
1000,21,78,85,82,5.8,1
1001,22,100,100,80,8.1,1
1002,17,91,68,85,4.8,1
1003,18,100,100,79,7.4,1
1004,16,100,78,84,6.8,1
1005,20,100,100,100,9.6,1
1006,20,88,86,57,4.7,1
1007,19,90,73,77,4.2,1
1008,17,100,79,76,7.5,1
1009,16,100,82,86,5.8,1
1010,17,92,100,100,7.6,1
1011,16,84,92,75,6.4,1
1012,19,52,55,40,0.8,0
1013,19,86,100,80,5.8,1
1014,20,77,84,68,5.6,1
1015,17,88,88,52,5.3,1
1016,21,81,45,72,4.7,1
1017,20,48,76,59,1.8,1
1018,17,95,89,81,6.7,1
1019,20,93,71,80,5.7,1
1020,21,91,90,99,7.2,1
1021,18,60,63,52,1.9,1
1022,18,79,96,78,6.0,1
1023,18,69,72,71,4.5,1
1024,18,93,86,73,5.3,1
1025,22,82,71,69,4.6,1
1026,16,69,90,100,6.1,1
1027,22,73,77,74,4.7,1
1028,22,68,65,59,2.9,1
1029,22,82,74,91,5.2,1
1030,18,82,79,84,4.6,1
1031,21,79,65,80,4.8,1
1032,19,38,44,38,0.0,0
1033,19,89,79,100,6.4,1
1034,16,86,60,54,4.4,1
1035,18,65,49,39,2.3,1
1036,18,98,87,90,6.8,1
1037,18,91,79,78,6.3,1
1038,20,68,76,43,4.3,1
1039,17,58,61,59,2.7,1
1040,20,93,91,78,5.4,1
1041,17,91,77,74,5.2,1
1042,18,87,91,89,6.8,1
1043,18,73,93,64,4.1,1
1044,20,100,88,87,7.4,1
1045,20,75,65,82,3.9,1
1046,17,62,72,69,2.3,1
1047,19,50,49,58,2.7,1
1048,17,67,92,80,4.9,1
1049,20,90,73,84,4.9,1
1050,21,100,71,68,5.7,1
1051,20,63,86,77,4.8,1
1052,21,95,87,88,7.0,1
1053,16,84,95,79,4.5,1
1054,20,25,49,40,1.0,0
1055,16,67,76,73,4.8,1
1056,19,47,41,42,1.0,0
1057,17,78,78,81,5.5,1
1058,21,98,88,78,7.1,1
1059,17,78,78,57,3.0,1
1060,16,93,100,93,7.8,1
1061,21,94,97,74,6.7,1
1062,17,95,94,71,7.4,1
1063,20,84,74,88,5.4,1
1064,18,64,67,55,3.0,1
1065,16,100,100,69,6.6,1
1066,17,85,56,55,3.8,1
1067,16,65,83,75,5.2,1
1068,22,68,92,90,4.7,1
1069,16,89,82,86,7.2,1
1070,21,79,98,90,6.5,1
1071,22,64,86,69,4.8,1
1072,21,47,34,53,1.1,0
1073,18,62,81,64,3.7,1
1074,22,82,79,89,6.4,1
1075,20,100,85,66,5.6,1
1076,16,49,68,57,2.0,1
1077,17,46,66,55,1.4,1
1078,19,90,61,81,5.4,1
1079,16,58,83,47,2.9,1
1080,16,53,80,58,3.1,1
1081,18,87,98,89,6.3,1
1082,20,100,98,91,7.4,1
1083,19,63,61,85,3.5,1
1084,22,70,63,68,4.9,1
1085,22,83,56,52,4.9,1
1086,22,74,82,68,4.7,1
1087,21,100,90,46,5.1,1
1088,21,84,86,91,6.5,1
1089,17,86,62,67,3.7,1
1090,19,66,56,60,1.9,1
1091,22,100,93,100,8.4,1
1092,21,97,92,99,7.2,1
1093,17,52,53,33,2.8,0
1094,20,77,86,54,5.3,1
1095,17,92,100,78,7.0,1
1096,21,93,93,80,6.5,1
1097,18,73,82,82,5.9,1
1098,18,80,86,74,4.7,1
1099,22,100,100,97,8.5,1
1100,18,87,91,60,5.4,1
1101,22,77,62,60,4.0,1
1102,22,91,82,81,6.7,1
1103,21,86,66,74,5.2,1
1104,18,84,76,73,5.7,1
1105,22,90,91,80,5.4,1
1106,19,91,73,68,6.0,1
1107,20,65,35,57,3.0,1
1108,17,55,51,63,2.1,1
1109,17,100,83,94,7.9,1
1110,21,88,74,73,5.5,1
1111,18,78,100,80,6.5,1
1112,18,47,41,48,1.5,0
1113,22,94,99,83,7.1,1
1114,16,71,69,63,4.0,1
1115,22,68,70,61,3.4,1
1116,20,69,70,77,4.9,1
1117,19,63,76,66,3.0,1
1118,17,76,82,60,5.0,1
1119,22,88,80,92,4.7,1
1120,16,86,92,81,7.1,1
1121,16,100,100,98,8.0,1
1122,22,97,100,81,8.0,1
1123,21,62,49,64,0.5,1
1124,17,77,71,69,3.1,1
1125,21,27,24,52,0.5,0
1126,19,52,62,58,2.6,1
1127,16,78,67,46,3.7,1
1128,16,90,96,98,5.8,1
1129,20,76,61,78,4.0,1
1130,19,73,72,65,4.0,1
1131,16,92,100,82,5.4,1
1132,19,60,52,40,1.6,1
1133,17,63,49,43,3.3,1
1134,18,60,96,69,4.0,1
1135,16,59,65,63,4.6,1
1136,20,80,65,70,5.2,1
1137,17,85,85,92,8.0,1
1138,22,96,98,72,6.8,1
1139,19,64,82,65,3.5,1
1140,22,95,94,59,4.5,1
1141,21,77,72,81,4.3,1
1142,17,71,58,67,4.0,1
1143,22,67,73,83,5.5,1
1144,16,37,51,33,1.3,0
1145,19,100,89,92,6.8,1
1146,18,100,100,100,8.4,1
1147,17,100,57,73,4.5,1
1148,16,74,59,77,4.4,1
1149,20,84,75,74,5.3,1
1150,21,82,95,91,7.0,1
1151,19,84,67,89,4.4,1
1152,17,85,84,100,6.9,1
1153,17,93,98,84,6.0,1
1154,18,100,100,91,9.7,1
1155,18,75,60,77,4.3,1
1156,20,65,42,37,1.0,0
1157,21,50,62,50,2.1,1
1158,20,96,61,69,5.0,1
1159,16,84,97,100,7.1,1
1160,16,77,63,82,3.7,1
1161,20,74,77,85,4.5,1
1162,21,84,88,92,6.4,1
1163,20,48,50,53,3.1,1
1164,21,67,60,70,3.8,1
1165,21,58,78,81,2.7,1
1166,22,100,100,94,7.4,1
1167,19,100,77,100,8.1,1
1168,21,46,67,38,1.8,1
1169,18,95,78,81,4.7,1
1170,21,97,100,80,7.8,1
1171,21,92,75,77,5.8,1
1172,21,72,80,84,4.0,1
1173,22,53,51,60,1.9,1
1174,22,98,100,97,7.3,1
1175,16,76,100,77,5.7,1
1176,22,52,59,36,2.1,0
1177,18,85,80,79,7.4,1
1178,18,48,71,63,1.8,1
1179,22,72,80,76,4.6,1
1180,20,84,78,90,4.5,1
1181,19,100,100,95,8.2,1
1182,22,71,59,62,4.5,1
1183,21,78,64,71,4.5,1
1184,17,60,65,69,2.3,1
1185,19,63,59,47,3.7,1
1186,19,71,62,69,3.4,1
1187,18,66,81,52,3.5,1
1188,19,74,82,76,5.0,1
1189,22,35,28,53,0.1,0
1190,21,65,60,63,2.0,1
1191,21,73,90,88,4.8,1
1192,16,84,80,78,5.2,1
1193,21,63,83,77,4.5,1
1194,21,90,70,80,4.9,1
1195,18,67,74,59,4.2,1
1196,21,84,58,73,5.0,1
1197,16,84,90,53,5.9,1
1198,17,91,87,84,5.9,1
1199,22,73,51,36,3.6,1
1200,18,92,100,95,6.8,1
1201,17,63,85,94,5.3,1
1202,18,100,86,95,7.5,1
1203,20,100,100,99,7.9,1
1204,19,60,44,70,2.1,1
1205,20,73,54,60,3.3,1
1206,21,88,76,70,6.6,1
1207,17,58,41,54,1.7,1
1208,21,94,100,83,7.8,1
1209,19,78,73,71,4.3,1
1210,18,89,94,85,6.2,1
1211,19,74,41,68,4.8,1
1212,16,58,52,50,2.2,1
1213,19,86,87,63,7.1,1
1214,16,100,100,100,10.5,1
1215,19,76,70,64,4.0,1
1216,22,78,75,67,4.4,1
1217,16,55,43,53,0.0,1
1218,17,100,90,100,7.7,1
1219,21,94,84,81,6.8,1
1220,21,40,51,58,1.5,0
1221,20,62,54,53,0.9,1
1222,21,33,50,64,1.1,0
1223,18,92,76,72,6.3,1
1224,22,85,77,73,6.5,1
1225,19,66,70,55,3.2,1
1226,20,74,93,56,6.0,1
1227,18,91,91,76,5.3,1
1228,18,64,66,59,4.3,1
1229,16,100,67,89,6.9,1
1230,21,51,64,34,2.6,0
1231,17,100,84,88,7.3,1
1232,17,59,65,63,3.5,1
1233,20,100,100,90,8.6,1
1234,22,63,69,73,3.0,1
1235,17,65,82,61,4.3,1
1236,19,72,91,78,5.1,1
1237,17,72,93,68,5.1,1
1238,20,91,85,99,6.0,1
1239,17,59,38,57,2.4,1
1240,19,79,68,81,4.9,1
1241,16,79,95,83,5.3,1
1242,22,76,71,81,3.9,1
1243,20,96,100,81,5.8,1
1244,16,64,53,44,2.3,1
1245,16,72,99,75,4.3,1
1246,16,55,66,69,3.5,1
1247,18,55,67,38,4.4,1
1248,22,100,88,74,7.9,1
1249,21,83,100,100,7.9,1
1250,22,98,77,100,7.5,1
1251,18,86,64,68,4.1,1
1252,21,82,88,94,6.8,1
1253,22,68,51,77,5.2,1
1254,16,87,76,76,5.1,1
1255,20,50,96,72,4.8,1
1256,21,100,100,96,8.5,1
1257,19,100,88,95,7.7,1
1258,19,83,81,79,6.5,1
1259,17,67,78,86,4.7,1
1260,21,86,71,64,5.1,1
1261,20,77,90,100,6.1,1
1262,18,80,63,66,4.0,1
1263,16,84,78,85,6.9,1
1264,17,83,78,57,3.2,1
1265,19,93,91,84,5.8,1
1266,18,43,22,43,0.4,0
1267,18,88,65,63,3.9,1
1268,16,100,100,100,9.2,1
1269,21,100,89,100,7.1,1
1270,19,86,91,82,8.1,1
1271,20,62,64,76,3.7,1
1272,18,92,79,89,5.2,1
1273,16,87,93,71,7.6,1
1274,20,82,85,73,6.3,1
1275,21,77,82,94,6.0,1
1276,19,100,88,98,8.3,1
1277,21,72,49,81,2.9,1
1278,18,86,61,70,4.6,1
1279,20,43,53,48,1.5,0
1280,20,66,68,76,2.8,1
1281,20,87,80,78,7.1,1
1282,18,63,46,61,3.2,1
1283,18,97,77,90,6.5,1
1284,21,100,100,100,8.3,1
1285,17,55,70,63,4.6,1
1286,21,88,81,83,6.0,1
1287,19,100,77,80,6.5,1
1288,16,63,67,42,2.6,1
1289,20,71,67,62,3.8,1
1290,17,58,54,45,3.0,1
1291,16,85,56,61,3.9,1
1292,17,86,91,70,6.4,1
1293,22,69,71,76,3.8,1
1294,21,74,61,77,4.9,1
1295,18,64,77,79,2.9,1
1296,20,100,86,79,7.5,1
1297,21,62,42,69,3.9,1
1298,16,100,100,80,8.0,1
1299,22,84,76,68,5.1,1
1300,22,49,62,53,2.2,1
1301,22,77,94,94,4.7,1
1302,16,81,50,66,2.9,1
1303,16,71,91,80,6.2,1
1304,16,71,87,83,4.5,1
1305,16,84,67,84,5.3,1
1306,22,70,89,70,4.3,1
1307,22,100,52,75,3.9,1
1308,17,70,62,60,3.1,1
1309,21,83,75,100,6.7,1
1310,20,54,83,86,4.7,1
1311,18,78,61,66,4.4,1
1312,22,69,66,80,4.6,1
1313,18,81,56,72,3.6,1
1314,21,72,58,74,4.4,1
1315,21,77,70,83,5.4,1
1316,18,57,61,53,2.9,1
1317,22,75,63,59,3.2,1
1318,18,100,94,100,7.8,1
1319,17,91,64,73,4.3,1
1320,19,69,65,60,3.9,1
1321,22,67,39,57,2.3,1
1322,22,100,80,79,6.7,1
1323,20,69,59,72,2.9,1
1324,16,74,80,68,5.0,1
1325,19,57,55,55,1.6,1
1326,21,91,73,77,6.6,1
1327,22,97,98,100,7.4,1
1328,18,79,85,87,6.0,1
1329,19,33,72,62,1.9,1
1330,20,100,70,92,6.7,1
1331,21,70,63,60,3.3,1
1332,16,48,73,77,2.7,1
1333,16,80,67,69,4.2,1
1334,20,86,60,89,4.2,1
1335,20,79,60,65,4.0,1
1336,18,91,100,97,7.5,1
1337,22,100,86,100,9.0,1
1338,16,52,54,61,2.3,1
1339,21,77,56,48,3.6,1
1340,19,87,69,65,5.3,1
1341,21,100,76,86,4.2,1
1342,17,69,77,65,5.8,1
1343,17,93,92,95,6.8,1
1344,20,72,72,100,6.5,1
1345,18,95,95,88,6.2,1
1346,17,100,100,100,8.3,1
1347,16,68,69,63,1.8,1
1348,21,100,93,95,8.0,1
1349,21,54,76,74,4.2,1
1350,20,92,97,82,6.6,1
1351,22,67,67,60,2.9,1
1352,22,55,84,58,3.2,1
1353,19,87,66,87,6.3,1
1354,20,36,51,75,1.1,1
1355,19,89,86,100,7.0,1
1356,22,100,88,92,7.5,1
1357,20,90,97,84,5.4,1
1358,20,68,71,75,5.3,1
1359,20,59,75,80,3.3,1
1360,22,90,73,64,6.3,1
1361,19,87,94,100,5.7,1
1362,19,58,64,58,3.2,1
1363,20,78,68,65,4.2,1
1364,17,77,56,59,4.7,1
1365,18,47,68,71,4.2,1
1366,22,52,49,51,2.3,1
1367,18,85,100,96,6.4,1
1368,18,82,74,79,4.5,1
1369,19,86,69,67,5.0,1
1370,19,53,60,58,3.8,1
1371,17,92,67,73,6.0,1
1372,18,82,98,66,5.4,1
1373,18,100,100,86,7.4,1
1374,20,81,83,71,6.0,1
1375,19,76,100,85,4.6,1
1376,18,79,66,60,3.5,1
1377,21,94,100,91,6.7,1
1378,17,74,79,77,4.4,1
1379,21,72,68,52,4.7,1
1380,21,88,77,81,4.7,1
1381,22,60,75,51,4.2,1
1382,22,69,59,64,4.7,1
1383,17,97,100,100,8.9,1
1384,21,65,75,63,2.9,1
1385,18,78,57,61,3.4,1
1386,19,99,94,72,7.8,1
1387,17,63,58,81,4.3,1
1388,20,89,64,74,4.1,1
1389,21,100,86,78,7.1,1
1390,17,60,76,47,2.2,1
1391,16,90,84,95,6.6,1
1392,16,87,71,78,5.1,1
1393,22,89,82,65,5.9,1
1394,19,82,62,72,5.9,1
1395,18,66,39,88,3.7,1
1396,19,86,75,98,7.1,1
1397,19,59,73,68,3.9,1
1398,19,83,82,80,5.8,1
1399,19,100,100,66,7.5,1
1400,20,92,78,100,7.8,1
1401,20,84,71,67,4.5,1
1402,22,79,64,71,5.9,1
1403,17,56,75,79,4.3,1
1404,16,100,95,98,10.0,1
1405,19,100,85,64,6.6,1
1406,22,73,80,80,5.2,1
1407,17,69,76,61,5.6,1
1408,16,90,55,79,5.8,1
1409,21,77,100,83,5.9,1
1410,18,81,67,68,4.5,1
1411,20,85,52,67,4.2,1
1412,21,80,84,90,4.7,1
1413,16,69,70,78,2.7,1
1414,21,99,83,73,6.4,1
1415,18,77,84,58,3.4,1
1416,22,63,53,56,2.9,1
1417,16,87,79,74,5.0,1
1418,21,79,81,72,4.7,1
1419,20,87,98,96,5.5,1
1420,20,100,45,66,3.9,1
1421,17,76,98,58,4.2,1
1422,21,76,100,76,6.4,1
1423,19,88,91,86,6.3,1
1424,21,86,75,79,6.2,1
1425,22,78,67,79,5.1,1
1426,16,91,82,74,5.3,1
1427,16,95,86,85,5.5,1
1428,22,68,72,66,3.7,1
1429,21,89,99,79,7.9,1
1430,22,100,100,87,7.7,1
1431,18,87,61,100,6.6,1
1432,22,74,67,83,4.1,1
1433,20,87,68,68,6.1,1
1434,22,100,90,100,7.0,1
1435,16,63,75,62,2.6,1
1436,20,100,89,90,8.4,1
1437,16,38,43,50,1.5,0
1438,17,90,76,84,6.4,1
1439,19,100,88,100,7.9,1
1440,16,75,82,75,4.8,1
1441,20,85,84,76,4.7,1
1442,17,76,100,96,6.3,1
1443,16,100,90,92,8.7,1
1444,18,75,81,74,4.4,1
1445,22,61,76,70,3.4,1
1446,19,70,91,71,4.2,1
1447,16,54,44,61,1.9,1
1448,17,100,65,78,6.8,1
1449,18,70,66,79,4.0,1
1450,21,57,100,66,4.6,1
1451,17,88,76,90,6.8,1
1452,22,78,77,72,4.2,1
1453,17,99,60,76,6.5,1
1454,18,71,84,80,2.9,1
1455,17,100,67,100,6.9,1
1456,18,86,53,69,5.7,1
1457,16,81,76,82,4.8,1
1458,18,72,80,75,5.3,1
1459,18,37,75,51,2.4,1
1460,19,67,88,80,5.2,1
1461,18,70,50,82,4.7,1
1462,18,46,57,61,2.5,1
1463,21,66,59,63,3.7,1
1464,16,72,58,87,4.7,1
1465,22,79,73,82,3.8,1
1466,19,31,55,38,0.2,0
1467,21,99,82,89,7.2,1
1468,20,73,70,55,4.7,1
1469,16,33,42,57,0.5,0
1470,16,100,99,100,9.3,1
1471,20,79,89,94,7.5,1
1472,22,81,64,59,4.3,1
1473,18,80,66,82,3.3,1
1474,21,83,75,100,5.8,1
1475,17,83,84,72,5.4,1
1476,19,85,77,86,6.1,1
1477,17,58,72,73,3.3,1
1478,20,100,85,96,7.2,1
1479,16,75,77,70,4.1,1
1480,22,62,76,100,6.4,1
1481,16,56,76,48,3.4,1
1482,19,100,92,89,10.3,1
1483,16,100,86,83,6.4,1
1484,16,100,100,100,10.8,1
1485,19,96,88,97,6.7,1
1486,21,67,55,51,3.9,1
1487,21,100,86,100,6.7,1
1488,19,100,76,91,6.8,1
1489,22,83,79,66,5.7,1
1490,20,100,82,81,6.3,1
1491,16,93,91,94,6.5,1
1492,22,49,63,76,3.0,1
1493,16,64,84,61,2.9,1
1494,20,72,59,71,3.4,1
1495,21,81,77,75,5.3,1
1496,22,72,100,71,4.6,1
1497,18,81,60,70,3.0,1
1498,18,80,99,100,6.6,1
1499,18,57,88,66,5.6,1
1500,21,98,100,74,5.3,1
1501,21,63,56,65,4.5,1
1502,20,70,52,59,4.2,1
1503,16,62,51,53,3.3,1
1504,20,100,92,86,6.9,1
1505,20,83,55,54,3.6,1
1506,21,70,54,65,5.4,1
1507,18,100,89,92,8.3,1
1508,17,87,76,60,4.3,1
1509,16,95,79,91,6.9,1
1510,21,98,98,76,6.1,1
1511,18,95,67,65,5.6,1
1512,22,84,83,100,5.9,1
1513,17,76,70,50,4.8,1
1514,17,86,79,85,5.1,1
1515,21,54,72,72,3.9,1
1516,19,77,96,70,5.1,1
1517,16,58,76,57,3.8,1
1518,17,100,85,100,7.0,1
1519,21,49,60,77,1.6,1
1520,21,90,93,77,6.0,1
1521,18,83,100,74,5.7,1
1522,22,81,78,90,5.5,1
1523,19,98,90,84,7.0,1
1524,16,67,88,77,4.4,1
1525,20,82,56,84,5.5,1
1526,22,50,50,55,1.6,1
1527,22,69,79,72,4.2,1
1528,18,97,100,89,6.7,1
1529,17,53,31,46,2.3,0
1530,17,98,63,69,5.3,1
1531,18,75,37,69,3.6,1
1532,21,64,86,68,4.8,1
1533,17,75,71,98,3.8,1
1534,19,53,76,61,2.5,1
1535,16,87,82,60,5.8,1
1536,22,71,100,43,4.9,1
1537,22,67,74,91,6.2,1
1538,19,92,83,86,6.6,1
1539,17,85,99,100,7.5,1
1540,22,86,70,69,5.3,1
1541,20,100,99,88,7.5,1
1542,16,57,61,66,3.0,1
1543,16,100,87,84,6.8,1
1544,22,74,81,77,5.9,1
1545,18,77,88,85,5.5,1
1546,22,75,79,71,5.9,1
1547,18,85,50,69,3.1,1
1548,22,74,61,80,2.6,1
1549,20,92,93,100,8.4,1
1550,21,69,62,53,4.7,1
1551,16,68,53,67,4.6,1
1552,22,56,72,64,2.8,1
1553,20,45,63,71,2.0,1
1554,18,72,92,76,4.8,1
1555,18,84,72,84,4.3,1
1556,16,99,89,67,5.0,1
1557,19,66,67,79,5.2,1
1558,22,100,89,100,10.0,1
1559,17,76,63,85,4.3,1
1560,18,89,96,100,8.2,1
1561,21,100,100,100,8.3,1
1562,21,97,100,93,6.5,1
1563,18,83,77,58,4.5,1
1564,19,63,85,56,2.3,1
1565,19,82,85,69,6.0,1
1566,20,94,92,79,7.0,1
1567,21,96,100,94,8.5,1
1568,20,69,68,38,3.1,1
1569,21,92,77,70,4.5,1
1570,22,69,48,54,3.1,1
1571,22,62,78,55,3.7,1
1572,17,100,100,83,6.3,1
1573,22,92,56,62,3.6,1
1574,17,69,65,69,3.4,1
1575,22,98,71,77,6.6,1
1576,16,93,92,78,5.9,1
1577,22,69,90,100,5.7,1
1578,20,65,49,74,3.7,1
1579,18,95,79,81,7.6,1
1580,20,88,52,88,5.0,1
1581,18,100,100,100,9.8,1
1582,19,81,69,83,5.3,1
1583,20,36,42,38,0.3,0
1584,19,24,39,57,0.2,0
1585,17,89,97,75,6.2,1
1586,17,91,100,100,7.6,1
1587,16,56,73,62,3.4,1
1588,22,100,96,97,9.2,1
1589,20,100,100,100,8.3,1
1590,19,78,90,92,5.4,1
1591,18,73,92,100,6.1,1
1592,17,86,74,86,6.8,1
1593,22,100,90,93,8.8,1
1594,17,95,100,74,6.4,1
1595,18,78,100,61,5.4,1
1596,22,90,85,71,6.3,1
1597,22,68,83,84,6.1,1
1598,19,72,91,97,6.8,1
1599,19,74,62,46,1.9,1
1600,20,89,63,87,5.6,1
1601,20,87,86,70,5.9,1
1602,21,75,63,66,4.9,1
1603,21,75,87,72,6.6,1
1604,16,100,92,100,8.8,1
1605,17,71,71,94,5.3,1
1606,20,98,88,75,6.4,1
1607,19,100,91,85,8.2,1
1608,18,81,65,83,5.3,1
1609,19,52,81,83,3.2,1
1610,17,76,72,99,6.2,1
1611,21,48,18,44,0.6,0
1612,19,43,51,45,0.4,0
1613,16,86,78,65,5.7,1
1614,17,45,43,42,0.3,0
1615,21,39,60,60,2.4,1
1616,18,83,86,55,4.2,1
1617,21,65,89,60,3.6,1
1618,22,89,77,75,4.7,1
1619,16,77,78,71,7.2,1
1620,17,89,82,83,5.5,1
1621,18,71,72,76,3.3,1
1622,16,86,100,97,7.7,1
1623,21,50,58,52,2.1,1
1624,16,72,73,90,5.4,1
1625,17,63,44,71,1.9,1
1626,20,87,79,81,5.5,1
1627,16,91,54,73,4.4,1
1628,22,99,97,81,7.2,1
1629,16,98,88,78,6.4,1
1630,21,82,70,79,3.8,1
1631,21,72,74,85,3.4,1
1632,18,71,90,66,4.4,1
1633,21,100,100,95,8.8,1
1634,19,100,100,87,8.2,1
1635,17,72,59,58,3.1,1
1636,17,85,94,70,6.6,1
1637,20,58,52,58,1.5,1
1638,20,76,84,55,4.1,1
1639,17,52,77,57,3.1,1
1640,22,100,95,86,7.1,1
1641,20,60,57,44,2.4,1
1642,18,81,80,71,5.9,1
1643,21,81,82,62,5.0,1
1644,17,71,79,84,4.6,1
1645,20,100,96,100,8.3,1
1646,17,100,100,87,8.5,1
1647,19,62,65,100,4.7,1
1648,16,73,77,60,4.3,1
1649,21,51,47,52,2.0,1
1650,17,86,86,80,5.0,1
1651,16,100,100,100,8.9,1
1652,20,72,94,69,4.7,1
1653,16,84,87,96,6.5,1
1654,21,40,60,71,2.2,1
1655,17,64,53,69,4.1,1
1656,19,83,100,78,5.9,1
1657,22,68,77,69,5.2,1
1658,20,100,100,73,6.6,1
1659,17,73,69,58,3.8,1
1660,21,50,49,59,1.5,1
1661,20,97,86,88,7.2,1
1662,18,67,71,60,3.1,1
1663,16,94,90,74,6.0,1
1664,22,95,67,74,5.9,1
1665,21,50,47,54,1.7,1
1666,18,95,100,86,7.1,1
1667,17,72,61,68,3.9,1
1668,19,78,67,70,5.1,1
1669,20,83,74,63,4.3,1
1670,16,100,100,94,8.2,1
1671,20,100,90,98,7.7,1
1672,22,42,73,47,1.4,1
1673,17,100,100,75,9.5,1
1674,20,72,52,51,3.6,1
1675,16,100,86,100,9.2,1
1676,17,79,85,82,4.5,1
1677,20,68,58,77,4.3,1
1678,19,83,73,77,4.5,1
1679,21,78,60,81,4.2,1
1680,17,100,100,100,10.0,1
1681,21,78,79,75,4.8,1
1682,17,53,56,62,4.4,1
1683,19,69,72,74,5.2,1
1684,21,63,55,84,3.1,1
1685,18,100,87,85,8.2,1
1686,16,62,52,44,2.1,1
1687,18,88,61,65,3.8,1
1688,20,96,100,82,6.9,1
1689,19,80,69,78,5.1,1
1690,18,100,90,90,6.1,1
1691,17,100,100,89,8.1,1
1692,20,86,72,100,7.0,1
1693,20,85,73,90,5.3,1
1694,18,100,100,91,9.2,1
1695,18,61,71,66,3.7,1
1696,19,84,72,79,4.8,1
1697,16,78,88,65,4.9,1
